,review,stars,title
73,"This was a solid introduction to python. If you have coded before all the concepts will be familiar, but even if you’re new to programming I think you’ll be able to follow this book. It’s a light friendly read that baby steps you through all the core principles of programming.The first half covers all the basics: variables, operators, loops, and functions, etc. The second half of the book asks questions and set challenges, which I found really helpful. I found a couple of typos and some formatting issues with the ebook (indents!), but nothing I couldn’t workaround.",4.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
74,"This book is for someone who knows nothing about programming in Python. That said, this book is generally well written. A must read if you intend to learn about Python.My only complaint, so far, is that the need for indenting is not well defined which has led to some programming frustration.",4.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
75,"This book was OK. But, not wanting to be a programmer it was kind of Greek to me as I read through the pages. It was hard to understand but I know that if you want to be a programmer you would probably be able to understand it better than I could.",4.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
76,Bought this for my grandson for Christmas. He is just now learning to build his own computers which is enjoying very much. This book was recommended by my brother who is a computer tech. My grandson is 14 and understood the book very well,5.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
77,"The way this book is written, helps to makes things more understandable and fun.  Which keeps your interest peeked, so you keep coming back.",5.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
78,The author did not assume some people don't know that you have to indent some code. He just put all the code like a text,1.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
79,"This book is amazing. I inclined such colossal amounts of viable things from this book. I love this book. I genuinely value scrutinizing this book. I would recommend this book to anybody. Whatever, on account of writer and must, suggested for this book.",5.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
80,Helpful book.,4.0 out of 5 stars,Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook
81,"I got this today and have not really started to read it. The content looks good and the writing seem clear and well constructed. ( After all, this is a book about natural language. )However, the print quality is low. Only some subject heading are in black. It seems like 98% of the text is in various shades of grey. The coding examples are in light grey. It used to be okay to simply mark coding examples with a different font. This publisher seems to think making the coding examples harder to read is some desirable objective.Maybe the publisher is saving money on ink.",3.0 out of 5 stars,Getting Started with Natural Language Processing
82,"Typically, NLP textbooks are dense and mathematical. On the other hand are the more practical ones, which give a broad, end to end perspective on how to perform various tasks. In this book, we see a task wise split of chapters, but they are also designed in a more introductory manner, giving detailed conceptual understanding along with some hands on practice.  Author profiling as one of the tasks is perhaps unique to this NLP book.",4.0 out of 5 stars,Getting Started with Natural Language Processing
83,"Admittedly, I thought the book would be a bit over my head when I started.  And the hand holding thru important concepts quickly opened my eyes to concepts not only in natural language processing but in the underlying concepts such as geometry.I am a certified geek and am not sorry to admit that i go back to the book at night re-reading and suddenly have an 'aha-now i finally get it' moment.  The way how concepts are explained really suits my learning style.",5.0 out of 5 stars,Getting Started with Natural Language Processing
84,"I've studied this book as I was a Manning Beta Tester.  Prof Ekaterina Kochmar  has explained all the concepts of NLP nicely with the help of examples in each chapter.These examples are very practical i.e. Spam and Ham classification, Sentimental Analysis, Topic Analysis etc.Also, related machine learning concepts are explained in a detailed manner with the help of Scikit-learn.It is a must read for any Natural Language Practitioner.",5.0 out of 5 stars,Getting Started with Natural Language Processing
85,"Wacky, intelligent, and beyond hilarious; one of the greatest comedies of all time. Why have You not seen this? The Value alone is well-worth the watch, just to remember the extreme danger of white rabbits! Pull the pin and count to 5/5...",5.0 out of 5 stars,Monty Python And The Holy Grail
86,Watching,5.0 out of 5 stars,Monty Python And The Holy Grail
87,One of my all-time favorites that I needed to get on DVD. Hilarious!,5.0 out of 5 stars,Monty Python And The Holy Grail
88,"After all these years, this never gets old. Still hilarious",5.0 out of 5 stars,Monty Python And The Holy Grail
89,"It has been 20 years since I last saw this movie. There are parts I did not remember and didn't feel comfortable viewing with my teens. I am frankly surprised that they would have those parts in a movie from the '70's, but there it is. It has its moments and many classic lines, but there's parts of it that no one quotes and there's a very good reason why.",4.0 out of 5 stars,Monty Python And The Holy Grail
90,"As a Monty Python fan I've patiently waited for this movie to come to Blu-ray(2012) but didn't have very high expectations that it would look and sound all that good. Well I was wrong. It looks and sounds Great! And I'm not going to tell you it's an excellent movie, you already know that--great British humor(actually universal humor), ridiculously funny, great actors. And a silly price of only $9.99 (was $12.99 on release date).Sony did a 1080p transfer(1.66:1 original aspect ratio) of this movie that looks amazing! There's lots of strong detail in faces, clothes, as well as surroundings like buildings, grass, trees. Flesh and earth tones look very natural. Blacks are deep. Strong color is not going to jump out at you, but that's just the nature of the film as the outdoor setting of much of the movie's grass, dirt, and rocks(browns, blacks, grays & greens) never contained strong color elements. But what color there is (like in the tabards,coat of arms, shields) looks very good indeed. Is the movie without soft shots or grain? No, but they've brought out a whole lot of nicely rendered detail that makes the movie a joy to watch. Until now, I feel like I've only seen this movie through a fog. Well, the fog has finally lifted and everything looks sooo fresh.The audio is a lossless soundtrack (DTS-HD MA 5.1 lossless). Voices sound very crisp and clear. Sound effects in general are very good. Audiofiles will notice some very rich sounding sections, but also some that are just acceptable. Overall, it is very enjoyable with nice use of surround sound and I think most people will be more than happy with it.LOTS OF EXTRAS: (Some New Stuff)Lost Animations (1080p, 12:55) Features Gilliam animations deleted from the film. ***New for this blu-ray release***Outtakes & Extended Scenes (1080p, 18:57)***New for this blu-ray release***MORE INCLUDED EXTRAS:(Some HD, some SD)Subtitles for People Who Do Not Like the Film (From Henry IV pt. 11).3 Mindless Sing-Alongs (480p, 5:10).How To Use Your Coconuts (An educational Film) (480p, 2:58)Quest for the Holy Grail Locations (480p, 47:00) Special DocumentaryCast Directory Photo Gallery (1080p).Lego Knights (480p, 1:43): A lego recreation of the ""Camelot's a silly place"" scene.Meanwhile, King Arthur & Sir Belvedere...Elephant & CastleRun Away!The Tale of Sir RobinThe Tale of Sir LancelotBBC Film NightRe-release TrailerThere are a couple more Commentaries, a Japanese version of 2 scenes(English subtitles), a UV Digital Copy and some credits AND the first subtitle from the opening credits that was missing on the Special Edition DVD is back. Comes in BLUE AMARAY CASE, NO SLIPCOVER.If you've never seen this movie, you are seriously missing out. 
Monty Python and the Holy Grail [Blu-ray
]Endless re-watchability.FREEBIE FOR iPad Owners: Free After Rebate--get the related iPad app called ""Monty Python: The Holy Book of Days"" ($4.99, App Store) - Re­creates the 28 days of location shooting of the landmark film. Mail-in rebate if you buy the iPad app AND the blu-ray. Rebate info is supposed to be on the back of a sticker on the outer wrapping, but some people are reporting there is no sticker so I've included all the rebate details in the first comment below this review.According to the App Store:""With your iPad and Blu-ray player synced via your WiFi network, the app becomes your remote control and lets you see the exact scenes talked about in The Holy Book of Days. It's an entirely new way of watching the film.""UPDATE: 7/10/12 the ""Monty Python: The Holy Book of Days"" app for iPad is still available on iTunes but it's $4.99 now, no longer free.",5.0 out of 5 stars,Monty Python And The Holy Grail
91,"I've been a Monty Python fan my entire life, and a huge fan of this film in particular. This is the best that MP&THG has ever looked, and perhaps as good as it ever will, or even can, look or sound.Instead of rehashing what has already been said about the film itself and the shiny new 1080p video, I'd like to focus on a few of the extras, and what exactly is different about this release compared to the previous DVD release.Most of the extras (Holy Grail locations, etc.) were all on the earlier DVD, but the new additions, the Outtakes and Lost Animations, are real gems available for the first time only on this Blu-Ray.The Outtakes consist of longer versions of some scenes, which were understandably cut or shortened, but there are also some alternate takes and screw-ups with the cast forgetting lines or laughing in the middle of a take. It's all great fun, and a humorous look behind the scenes at an already drop-dead hilarious movie.Terry Gilliam's Lost Animations are a hoot. We see a few spare parts that may not have had any particular intent, but there is also an extended opening to The Tale of Sir Robin, involving a collapsing cathedral, a stray rock catapulted into the sky and knocking out a flying dragon-like creature which then falls into the title card, impaling its mouth, collapsing, thus creating the ""R"" in ""Robin.""  And there is also an extended opening to ""The Tale of Sir Lancelot"" in which a cartoon Lancelot battles a giant slug. Total Gilliam lunacy at his stream-of-consciousness best!The only cut scene I wish had been included as an extra is ""King Brian the Wild,"" which is a scene that was written but never shot. It appears only as a pencil sketch animation with sound on the Holy Grail video game that came out during the Dark Ages of video games. Unless it's an easter egg on this disc, or if it appears in the ""Holy Book of Days,"" which I have not had a chance to explore yet.There are a couple of things missing from the Blu-Ray, including the ""Follow the Rabbit"" feature from the previous DVD. That feature would be useless here anyway, since the new ""Holy Book of Days"" downloadable feature promises to be far more extensive and comprehensive.  Also, the false opening ""Dentist on the Job"" short is not at the start of the film. Not a deal-breaker, of course, but if you are fond of that ephemeral opening gag, then hang on to your DVD.The Blu-Ray menus are much better than the DVD menus, which I always thought were rather tedious and impossible to by-pass.The various audio tracks, commentaries and subtitles (including the Japanese language track and the Henry VI subtitles) are all there, but on the DVD the default audio was the original mono track. Here the default is the more recent stereo remaster, including Michael Palin's re-recording of the narration.This Blu-Ray release is a very impressive return to a fantastic comedy that has stood the test of time.",5.0 out of 5 stars,Monty Python And The Holy Grail
92,"If you are unfamiliar with Monty Python, they were a rather surreal British comedy troop.  Lots of twists on classic movie scenes with rather unique comedic changes.  This is one of their classics.",5.0 out of 5 stars,Monty Python And The Holy Grail
93,"If you've never seen this, I can tell you; it's a must.  Absolutely the most quoted movie of all time.  Absurd, weird, hysterical! This is one of those very rare movies you're going to watch 100 times and still love it.",5.0 out of 5 stars,Monty Python And The Holy Grail
94,"You know the scene: the Pythons riding through the countryside on their faithful invisible steeds, clip-clopping of hooves provided by a lackey clapping coconut shell halves together, in their search for the Holy Grail. They encounter all manner of obstacles and strange characters, from oppressed peasants who object to King Arthur's very existence, to three-headed knights who block their path, to a wizened gatekeeper for whom they must answer three questions, to a killer bunny.Monty Python is an acquired taste, and this is their best film to help in the acquisition. Holy Grail is a highlight of a youngster's coming of age, providing a host of quotes and situations that are referenced forever after: the buxom maiden whom the duke tells his effete son to marry because she has ""vast [slight pause] tracts of land""; the French knights somehow ensconced in a castle in England, who tell Arthur they don't want to join the quest for the Holy Grail because they ""already have one""; the knight who suffers a ""flesh wound"" as his limbs are lopped off one by one; and the blessing of the Holy Hand Grenade for use against the killer bunny.The Holy Grail was filmed with modest production values, but the Blu-ray picture quality is surprising, showing greatly improved colors and details. Although not the type of film one watches for reference quality video, it is nonetheless very pleasant to take in all the hilarious nonsense with a better picture. Numerous special features are offered on the Blu-ray, mostly ported over directly from the two-disc DVD edition. Like most Python productions nothing is taken too seriously, not the characters, nor the sets and costumes, and certainly not the story. But this casual appearance should not hide the fact that these guys are seriously funny, their stories endearing, their films memorable. King Arthur decides at one point that they will not return to Camelot just now, because it is ""a silly place"". Holy Grail is a silly movie, and it should be visited early and often in hope of finding still further silliness.",5.0 out of 5 stars,Monty Python And The Holy Grail
95,Easy step-by-step programming for beginners like me. Python has many features once you learn it and use it's libraries - the way to machine learning.,5.0 out of 5 stars,Python in easy steps
96,"I purchased several Python programming books, including the popular Head First book. However, for quick learning, this one is the best. There's compact explanations and simple examples of a topic and then they move on. On the other hand, the Head First Python book goes into great detail,  discusses every nuance, and presents long examples for every topic. They both are very good but, for me, I would suggest starting with this book and getting a good overview of everything. Then, go to another book if you want more details.",5.0 out of 5 stars,Python in easy steps
97,"This is a short text on Python for beginners.  Very readable and well written.  Not for pros, but a very good brief text if you are just starting out with Python.",4.0 out of 5 stars,Python in easy steps
98,Decent book on beginner python. But other books offer a tadbit more.,3.0 out of 5 stars,Python in easy steps
99,This is a great book to learn Python. It takes a complex subject and makes it easy and fun. I wish I bought this book 20 years ago.,5.0 out of 5 stars,Python in easy steps
100,"I really enjoyed this basic intro to Python, the illustrations and examples were super helpful to understand the basics.",5.0 out of 5 stars,Python in easy steps
101,Great book if you are learning the basics.,4.0 out of 5 stars,Python in easy steps
102,greati have learned python for engineering applications,5.0 out of 5 stars,Python in easy steps
103,Good.  Updated links from previous book with easier to understand revised text.  Seth Kolodny,5.0 out of 5 stars,Python in easy steps
104,I received the books in the condition I expected and I am learning a lot.,5.0 out of 5 stars,Python in easy steps
105,,4.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
106,Excelente libro y su entrada a tiempo.,5.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
107,I really enjoyed this book. I had not much experience with python prior to reading the book however I was able to pick it up quickly. Before long I was plotting distributions of real time statistics and prototyped a predictive modeling micro service.,5.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
108,This is a wonderful book. I really impressed reading. There are many kind of helpful information in here. I highly recommend this book.,5.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
109,"Python Tricks book is the one where I can get that. Check it out yourself. Even after programming Python for a couple of years, this book was packed with neat little tips and alternative ways of doing things that were just a little cleaner, a little more performant, or a little easier to read.",5.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
110,Era para un regalo y no viene ni envuelto en nada tenia la portada doblado y eso hace que se vea usado fatal,3.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
111,"El contenido del libro es muy muy bueno. Sin embargo, la traducción al español es malísima, pues hay varios conceptos que deben permanecer en inglés y son traducidos al español lo que además le resta mucha coherencia a la hora de tratar de entenderlos.",2.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
112,"Me ha gustado como explica la programación en python aunque es un poco escaso. Lo que no me ha gustado es, que cuando procede a explicar como instalar el entorno ide para la programación, francamente es decepcionante.",2.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
113,Los codigos de ejemplos están mal!! Una decepción.,1.0 out of 5 stars,Python para Principiantes: 2 Libros en 1: Programación de Python para principiantes + Libro de trabajo de Python (Spanish Edition)
114,A great selection of tips. Gets right to the point quickly for each one. Very helpful for an intermediate python programmer.,5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
115,"I consider myself an 'early intermediate' Pythonista, with about three years of self-taught experience in the language, bolstered by all the good resources out there online. I first ran across Dan's page/blog through a Twitter link, I think, and have really enjoyed his Python Tricks emails. Some of them aren't news to me, but there have been multiple instances where they've given me a key insight into the behavior of Python, or an idea that's helped me improve my projects.As he notes in the Introduction, this book grew out of the Python Tricks emails, and it really shows. Dan has a knack for constructing code snippets that illustrate Python concepts in very few lines, and also for writing extremely clear descriptions of why they behave as they do. Further, even though Dan has years of Python experience, it seems clear to me he hasn't lost the sense of the ways in which Python can be confusing to new learners. I've only sampled here and there from his Buffet at this point, but have already gained two new concrete pieces of knowledge: bytearrays are mutable whereas bytes are not; and all it takes to create an abstract base class is to use metaclass=ABCMeta and decorate as needed with @abstractmethod. Even though I'd looked at the Python documentation for both of these before, I never quite understood either of them. But, Dan's phrasing and presentation made them crystal clear on my first read.One additional thing I like about the book is how Dan has included bits and pieces of his philosophy on Python, programming, writing good code, etc. Some people might be turned off by the editorializing, I suppose, but I really appreciate that the book provides these sorts of ""meta"" perspectives.All in all, an excellent resource for someone with modest to moderate Python experience looking to round out their knowledge of some of the more subtle features/behaviors of the language.",5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
116,"This book is a great tool to get most amount of best practices and ideas that are unique to python programming languages. It also serves as a reference manual to many of the Python features and techniques. This is not intended as an entry-point book for someone who has no knowledge about Python programming, but having gone through other learning tutorials prior, this was the perfect level and it motivated me to look out for more Python stuff to learn, and I am going through learning web development thu Django.",5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
117,Dan gives a perfect balance of in-depth explanations and real world solutions. That's an important ingredient for us Python newbies coming from another language and trying to get it to work like the language we know.I'm anxious to incorporate the knowledge into my Python projects to better understand those workings and to know it will be solid code too.Thanks Dan from a Vic20/Commodore64/Amiga user starting back in '76!,5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
118,"I am not a big fan of reading books in general. But, I just finished reading through every chapters in this book after 13 days of daily reading. I found this book both very fun and informative. If you are looking for something more than beginner python tutorials, this book will surely do a good job to satisfy some of the thirst that you had. Here are some Pros/Cons of the book.Pros:1. Good book material quality and size (small but also perfect thickness to carry around).2. Great and interesting topics with intermediate+ level examples.3. Concepts were very well described.Cons:1. Books lacks colors, It seems like HTMl version of this must have used some Markdown but the book is just plain black/white texts.2. Wish there were some more examples per topics.3. Chapters/Topics are short enough that *key takeaways* section can seem bit redundant. Maybe some kind of *quiz* or some kind of *small mission for readers to go find out* type of section would been more useful IMO.But, I really enjoyed this book. So how about you give it a try as well?",5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
119,"Many of the topics in the book were presented in a  straightforward manner. It's fun to sort of get lost in the concepts. I feel that there was a need for some practical use cases that the average person?.. No, novice programmer can intuit. Still, the author did well in explaining the cases in conjunction with how the technology works. It made me interested in the communities he mentions at the end of the book which seem like viable resources for someone at that novice level interested in progressing this skill set at their own pace.",4.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
120,"The main reason why I bought the book is because I like Dan's blog.I consider my Python level to be intermediate. I have completed reading 100 pages(1/3 of the book). Although the content is decent, this feels like it is targeted more towards beginner(not an absolute beginner) than intermediate level. I am hardly learning anything new that is already not in Fluent Python (which is a big ass book in comparison but provides better understanding of the Pythonic tricks) or in Raymond Hettinger or David Beazley’s videos on YouTube.I will update the review once I finish reading the entire book.Update: I finished reading the book and I still stand by what I said earlier. If you have time and patience, go with Fluent python. Other than the new style string formatting, rest of the content is mostly covered in that.That does not mean this is not a good book. I really loved some of the chapters like generators, iterators. The examples were more simple and easy to understand. Overall, I found this book to be more of a tutorial than a reference material. Mainly because I use the excellent pymotw website for the Collections part of the book.",4.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
121,"I'm an advanced python user and have worked at several startups, Google, and Microsoft, but I still found several tips in here that were new to me, and many others that I only knew because I'd learned them from colleagues when I worked at Google. For instance, I would usually just define an __str__ method on my custom classes and be lazy and not implement __repr__. But the book points out that if you want be lazy, just define __repr__ alone, as the default behavior of __str__ will call your __repr__ function anyway. I should have known this already but somehow it's a little thing I had missed when learning python. There are lots of bits of info like this: some you'll probably already know, but you might be surprised by a couple little tricks.One outstanding feature of the book is a short recap after each section, giving simple rules of thumb to to follow. This cleared up a lot of uncertainty for me about some python best practices. I really like the book ""Fluent Python"" as well, but this one has more simple and practical suggestions and was a very quick read.Highly recommended!",5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
122,"I really like this book.  Why?  I think the author and the content is very honest.  By that, I mean you get what you expect when you buy this book.  I have been coding for over 30 years but using Python for the past decade on and off (mostly off).  I have always been amazed by students or colleagues who seem to have this uncanny ability to ""master"" a language like Python.  I have purchased many Python books over the years but none of them really felt like the fit.  This one does.  I feel this book will take from up from beginning (functions, for loops, arrays, conditionals) to a more advanced programming using programming constructs beyond the basics.  I also like the authors videos, blog and overall attention to detail in preparing this book and his honest marketing.  I also like how this looks on the Kindle and I appreciate his recent video describing his efforts to make sure the reader has a good Kindle experience.  Bottomline, for $10 (currently on sale) this is a bargain on the Kindle!  Grab your copy today...",5.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
123,"I discovered Dans blog and was impressed with the depth of knowledge.  He also has a very clear way of explaining even hard concepts.  After reading a few blogs, I bought the book.  When I got the book, I opened it up to a random page and was not disappointed.  Dans depth and clarity were there as well.Then I tried to find a specific tip.  I turned to the last few pages and discovered no index.  What?  How can you write a book without an index?  Especially a 'tips' book.  The table of content exists, but is not very useful.  I ended up getting a few index cards and manually building an index. (that sucks).The content is very clear, good depth, and interesting.  The lack of an index is a huge problem though.",4.0 out of 5 stars,Python Tricks: A Buffet of Awesome Python Features
124,"I am doing edx Micromasters course in Probability. It is very rigorous. This book is really good at building your intuition faster and apply it to world around you. And, use chatgpt along with it.",5.0 out of 5 stars,Think Bayes: Bayesian Statistics in Python (O'reilly)
125,If you have a basic understanding of Bayes this book will help deepen your intuition. Take time work the examples and problems ( solutions are included) and circle back to the theory.  It will help you bridge theory and practice,5.0 out of 5 stars,Think Bayes: Bayesian Statistics in Python (O'reilly)
126,"If you are looking to learn programing, you will not. If you are looking to learn some statistics, you will not learn that either.",1.0 out of 5 stars,Think Bayes: Bayesian Statistics in Python (O'reilly)
127,"With GitHub, you can read through easily.The description is very concise, you don’t need high level mathematical knowledge. I satisfied as the first book for learning bayes with python.I read this for understanding MCMC with python. Of course, I thought mastering R is the best way to understand Bayes or MCMC, but it’s troublesome for me. If I feel the limit with python, I’ll try to learn R.I think it’s a good book for beginners.",5.0 out of 5 stars,Think Bayes: Bayesian Statistics in Python (O'reilly)
128,"Wacky, intelligent, and beyond hilarious; one of the greatest comedies of all time. Why have You not seen this? The Value alone is well-worth the watch, just to remember the extreme danger of white rabbits! Pull the pin and count to 5/5...",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
129,Watching,5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
130,One of my all-time favorites that I needed to get on DVD. Hilarious!,5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
131,"After all these years, this never gets old. Still hilarious",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
132,"It has been 20 years since I last saw this movie. There are parts I did not remember and didn't feel comfortable viewing with my teens. I am frankly surprised that they would have those parts in a movie from the '70's, but there it is. It has its moments and many classic lines, but there's parts of it that no one quotes and there's a very good reason why.",4.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
133,"As a Monty Python fan I've patiently waited for this movie to come to Blu-ray(2012) but didn't have very high expectations that it would look and sound all that good. Well I was wrong. It looks and sounds Great! And I'm not going to tell you it's an excellent movie, you already know that--great British humor(actually universal humor), ridiculously funny, great actors. And a silly price of only $9.99 (was $12.99 on release date).Sony did a 1080p transfer(1.66:1 original aspect ratio) of this movie that looks amazing! There's lots of strong detail in faces, clothes, as well as surroundings like buildings, grass, trees. Flesh and earth tones look very natural. Blacks are deep. Strong color is not going to jump out at you, but that's just the nature of the film as the outdoor setting of much of the movie's grass, dirt, and rocks(browns, blacks, grays & greens) never contained strong color elements. But what color there is (like in the tabards,coat of arms, shields) looks very good indeed. Is the movie without soft shots or grain? No, but they've brought out a whole lot of nicely rendered detail that makes the movie a joy to watch. Until now, I feel like I've only seen this movie through a fog. Well, the fog has finally lifted and everything looks sooo fresh.The audio is a lossless soundtrack (DTS-HD MA 5.1 lossless). Voices sound very crisp and clear. Sound effects in general are very good. Audiofiles will notice some very rich sounding sections, but also some that are just acceptable. Overall, it is very enjoyable with nice use of surround sound and I think most people will be more than happy with it.LOTS OF EXTRAS: (Some New Stuff)Lost Animations (1080p, 12:55) Features Gilliam animations deleted from the film. ***New for this blu-ray release***Outtakes & Extended Scenes (1080p, 18:57)***New for this blu-ray release***MORE INCLUDED EXTRAS:(Some HD, some SD)Subtitles for People Who Do Not Like the Film (From Henry IV pt. 11).3 Mindless Sing-Alongs (480p, 5:10).How To Use Your Coconuts (An educational Film) (480p, 2:58)Quest for the Holy Grail Locations (480p, 47:00) Special DocumentaryCast Directory Photo Gallery (1080p).Lego Knights (480p, 1:43): A lego recreation of the ""Camelot's a silly place"" scene.Meanwhile, King Arthur & Sir Belvedere...Elephant & CastleRun Away!The Tale of Sir RobinThe Tale of Sir LancelotBBC Film NightRe-release TrailerThere are a couple more Commentaries, a Japanese version of 2 scenes(English subtitles), a UV Digital Copy and some credits AND the first subtitle from the opening credits that was missing on the Special Edition DVD is back. Comes in BLUE AMARAY CASE, NO SLIPCOVER.If you've never seen this movie, you are seriously missing out. 
Monty Python and the Holy Grail [Blu-ray
]Endless re-watchability.FREEBIE FOR iPad Owners: Free After Rebate--get the related iPad app called ""Monty Python: The Holy Book of Days"" ($4.99, App Store) - Re­creates the 28 days of location shooting of the landmark film. Mail-in rebate if you buy the iPad app AND the blu-ray. Rebate info is supposed to be on the back of a sticker on the outer wrapping, but some people are reporting there is no sticker so I've included all the rebate details in the first comment below this review.According to the App Store:""With your iPad and Blu-ray player synced via your WiFi network, the app becomes your remote control and lets you see the exact scenes talked about in The Holy Book of Days. It's an entirely new way of watching the film.""UPDATE: 7/10/12 the ""Monty Python: The Holy Book of Days"" app for iPad is still available on iTunes but it's $4.99 now, no longer free.",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
134,"I've been a Monty Python fan my entire life, and a huge fan of this film in particular. This is the best that MP&THG has ever looked, and perhaps as good as it ever will, or even can, look or sound.Instead of rehashing what has already been said about the film itself and the shiny new 1080p video, I'd like to focus on a few of the extras, and what exactly is different about this release compared to the previous DVD release.Most of the extras (Holy Grail locations, etc.) were all on the earlier DVD, but the new additions, the Outtakes and Lost Animations, are real gems available for the first time only on this Blu-Ray.The Outtakes consist of longer versions of some scenes, which were understandably cut or shortened, but there are also some alternate takes and screw-ups with the cast forgetting lines or laughing in the middle of a take. It's all great fun, and a humorous look behind the scenes at an already drop-dead hilarious movie.Terry Gilliam's Lost Animations are a hoot. We see a few spare parts that may not have had any particular intent, but there is also an extended opening to The Tale of Sir Robin, involving a collapsing cathedral, a stray rock catapulted into the sky and knocking out a flying dragon-like creature which then falls into the title card, impaling its mouth, collapsing, thus creating the ""R"" in ""Robin.""  And there is also an extended opening to ""The Tale of Sir Lancelot"" in which a cartoon Lancelot battles a giant slug. Total Gilliam lunacy at his stream-of-consciousness best!The only cut scene I wish had been included as an extra is ""King Brian the Wild,"" which is a scene that was written but never shot. It appears only as a pencil sketch animation with sound on the Holy Grail video game that came out during the Dark Ages of video games. Unless it's an easter egg on this disc, or if it appears in the ""Holy Book of Days,"" which I have not had a chance to explore yet.There are a couple of things missing from the Blu-Ray, including the ""Follow the Rabbit"" feature from the previous DVD. That feature would be useless here anyway, since the new ""Holy Book of Days"" downloadable feature promises to be far more extensive and comprehensive.  Also, the false opening ""Dentist on the Job"" short is not at the start of the film. Not a deal-breaker, of course, but if you are fond of that ephemeral opening gag, then hang on to your DVD.The Blu-Ray menus are much better than the DVD menus, which I always thought were rather tedious and impossible to by-pass.The various audio tracks, commentaries and subtitles (including the Japanese language track and the Henry VI subtitles) are all there, but on the DVD the default audio was the original mono track. Here the default is the more recent stereo remaster, including Michael Palin's re-recording of the narration.This Blu-Ray release is a very impressive return to a fantastic comedy that has stood the test of time.",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
135,"If you are unfamiliar with Monty Python, they were a rather surreal British comedy troop.  Lots of twists on classic movie scenes with rather unique comedic changes.  This is one of their classics.",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
136,"If you've never seen this, I can tell you; it's a must.  Absolutely the most quoted movie of all time.  Absurd, weird, hysterical! This is one of those very rare movies you're going to watch 100 times and still love it.",5.0 out of 5 stars,Monty Python and the Holy Grail (Special Edition)
